,2022,2023
1,1494.5053968433992,912.1882230000002
2,814.7558598882,908.0359324444
3,1710.9399334209008,1856.5552461961
4,1711.2399658829004,1532.7247157458003
5,1412.8143996108001,1294.0358084778993
6,2403.016224965801,2131.4465795968003
7,1315.5569699480002,1156.7806851178998
8,1694.3213136534996,1669.7202725797008
9,2188.613721185001,1878.1480604112996
10,1266.4816931316998,1286.6931478793003
11,1914.1447319948006,1723.9739152492998
12,2109.966165002499,2261.0151391455
